水泥成分,,,,,水泥强度,单方水泥用量,用水量,水灰比,,,粗骨料,,细骨料,粉煤灰成分,,,,,一级粉煤灰用量,二级粉煤灰用量,矿渣成分,,,,,矿渣用量,石灰石粉,硅灰比表面积,硅灰用量,28天强度,碳化开始时间,碳化持续时间,碳化深度
C-Ca,C-Si,C-Al,C-Fe,C-Mg,strength,cement,water,ratio,waterloss,gasml,bigagregate,mosu_sm,smallagregate,FA-Ca,FA-Si,FA-Al,FA-Fe,FA-Mg,FA-1,FA-2,Slag-Ca,Slag-Si,Slag-Al,Slag-Fe,Slag-Mg,Slag,Ca-powder,Si-surface,Si-powder,strength28d,begintime,holdtime,deepth
63.6,20.1,4.4,2.2,4,OPC,313,188,0.6,,,1051,,434,,,,,,,,,,,,,,,,,,21,28,10.3
63.6,20.1,4.4,2.2,4,OPC,313,188,0.6,,,1051,,434,,,,,,,,,,,,,,,,,,21,42,11
63.6,20.1,4.4,2.2,4,OPC,313,188,0.6,,,1051,,434,,,,,,,,,,,,,,,,,,21,70,14
60.4,15.9,3.4,1.7,3.1,limestone,313,188,0.6,,,1051,,434,,,,,,,,,,,,,,,,,,21,0,0.5
60.4,15.9,3.4,1.7,3.1,limestone,313,188,0.6,,,1051,,434,,,,,,,,,,,,,,,,,,21,28,12.5
60.4,15.9,3.4,1.7,3.1,limestone,313,188,0.6,,,1051,,434,,,,,,,,,,,,,,,,,,21,42,15.3
60.4,15.9,3.4,1.7,3.1,limestone,313,188,0.6,,,1051,,434,,,,,,,,,,,,,,,,,,21,70,19.5
56.07,25.69,6.73,3.16,1.75,PI42.5,460,161,0.35,,,1085.2,,,,,,,,,,,,,,,,,,,67.5,28,3,0
56.07,25.69,6.73,3.16,1.75,PI42.5,460,161,0.35,,,1085.2,,,,,,,,,,,,,,,,,,,67.5,28,7,0.2
56.07,25.69,6.73,3.16,1.75,PI42.5,460,161,0.35,,,1085.2,,,,,,,,,,,,,,,,,,,67.5,28,14,1.23
56.07,25.69,6.73,3.16,1.75,PI42.5,460,161,0.35,,,1085.2,,,,,,,,,,,,,,,,,,,67.5,28,28,1.46
56.07,25.69,6.73,3.16,1.75,PI42.5,368,161,0.35,,,1085.2,,,7.24,49.21,28.76,2.08,4.75,,92,,,,,,,,,,60,28,3,0
56.07,25.69,6.73,3.16,1.75,PI42.5,368,161,0.35,,,1085.2,,,7.24,49.21,28.76,2.08,4.75,,92,,,,,,,,,,60,28,7,1.54
56.07,25.69,6.73,3.16,1.75,PI42.5,368,161,0.35,,,1085.2,,,7.24,49.21,28.76,2.08,4.75,,92,,,,,,,,,,60,28,14,2.06
56.07,25.69,6.73,3.16,1.75,PI42.5,368,161,0.35,,,1085.2,,,7.24,49.21,28.76,2.08,4.75,,92,,,,,,,,,,60,28,28,4.03
56.07,25.69,6.73,3.16,1.75,PI42.5,368,161,0.35,,,1085.2,,,16.59,46.48,20.58,2.4,5.03,,92,,,,,,,,,,67.5,28,3,0
56.07,25.69,6.73,3.16,1.75,PI42.5,368,161,0.35,,,1085.2,,,16.59,46.48,20.58,2.4,5.03,,92,,,,,,,,,,67.5,28,7,2.2
56.07,25.69,6.73,3.16,1.75,PI42.5,368,161,0.35,,,1085.2,,,16.59,46.48,20.58,2.4,5.03,,92,,,,,,,,,,67.5,28,14,2.76
56.07,25.69,6.73,3.16,1.75,PI42.5,368,161,0.35,,,1085.2,,,16.59,46.48,20.58,2.4,5.03,,92,,,,,,,,,,67.5,28,28,5.58
61.39,23.62,4.86,3.33,1.68,42.5,520,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,0,,38.55,38.98,13.69,0.94,2.65,0,,,,52.2,28,7,0
61.39,23.62,4.86,3.33,1.68,42.5,520,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,0,,38.55,38.98,13.69,0.94,2.65,0,,,,52.2,28,14,0
61.39,23.62,4.86,3.33,1.68,42.5,520,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,0,,38.55,38.98,13.69,0.94,2.65,0,,,,52.2,28,28,0
61.39,23.62,4.86,3.33,1.68,42.5,520,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,0,,38.55,38.98,13.69,0.94,2.65,0,,,,52.2,28,42,0
61.39,23.62,4.86,3.33,1.68,42.5,520,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,0,,38.55,38.98,13.69,0.94,2.65,0,,,,52.2,28,56,0
61.39,23.62,4.86,3.33,1.68,42.5,416,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,104,,38.55,38.98,13.69,0.94,2.65,0,,,,50.7,28,7,0
61.39,23.62,4.86,3.33,1.68,42.5,416,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,104,,38.55,38.98,13.69,0.94,2.65,0,,,,50.7,28,14,0
61.39,23.62,4.86,3.33,1.68,42.5,416,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,104,,38.55,38.98,13.69,0.94,2.65,0,,,,50.7,28,28,0
61.39,23.62,4.86,3.33,1.68,42.5,416,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,104,,38.55,38.98,13.69,0.94,2.65,0,,,,50.7,28,42,0
61.39,23.62,4.86,3.33,1.68,42.5,416,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,104,,38.55,38.98,13.69,0.94,2.65,0,,,,50.7,28,56,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,0,,,,51.4,28,7,1.25
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,0,,,,51.4,28,14,1.53
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,0,,,,51.4,28,28,1.89
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,0,,,,51.4,28,42,2.17
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,0,,,,51.4,28,56,2.35
61.39,23.62,4.86,3.33,1.68,42.5,312,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,208,,38.55,38.98,13.69,0.94,2.65,0,,,,49.4,28,7,1.33
61.39,23.62,4.86,3.33,1.68,42.5,312,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,208,,38.55,38.98,13.69,0.94,2.65,0,,,,49.4,28,14,1.74
61.39,23.62,4.86,3.33,1.68,42.5,312,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,208,,38.55,38.98,13.69,0.94,2.65,0,,,,49.4,28,28,2.18
61.39,23.62,4.86,3.33,1.68,42.5,312,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,208,,38.55,38.98,13.69,0.94,2.65,0,,,,49.4,28,42,2.76
61.39,23.62,4.86,3.33,1.68,42.5,312,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,208,,38.55,38.98,13.69,0.94,2.65,0,,,,49.4,28,56,3.27
61.39,23.62,4.86,3.33,1.68,42.5,260,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,260,,38.55,38.98,13.69,0.94,2.65,0,,,,46,28,7,3.82
61.39,23.62,4.86,3.33,1.68,42.5,260,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,260,,38.55,38.98,13.69,0.94,2.65,0,,,,46,28,14,4.58
61.39,23.62,4.86,3.33,1.68,42.5,260,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,260,,38.55,38.98,13.69,0.94,2.65,0,,,,46,28,28,5.54
61.39,23.62,4.86,3.33,1.68,42.5,260,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,260,,38.55,38.98,13.69,0.94,2.65,0,,,,46,28,42,6.47
61.39,23.62,4.86,3.33,1.68,42.5,260,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,260,,38.55,38.98,13.69,0.94,2.65,0,,,,46,28,56,7.42
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,312,,38.55,38.98,13.69,0.94,2.65,0,,,,41.9,28,7,5.36
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,312,,38.55,38.98,13.69,0.94,2.65,0,,,,41.9,28,14,6.89
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,312,,38.55,38.98,13.69,0.94,2.65,0,,,,41.9,28,28,8.21
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,312,,38.55,38.98,13.69,0.94,2.65,0,,,,41.9,28,42,9.54
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,312,,38.55,38.98,13.69,0.94,2.65,0,,,,41.9,28,56,10.82
61.39,23.62,4.86,3.33,1.68,42.5,156,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,364,,38.55,38.98,13.69,0.94,2.65,0,,,,34.5,28,7,9.36
61.39,23.62,4.86,3.33,1.68,42.5,156,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,364,,38.55,38.98,13.69,0.94,2.65,0,,,,34.5,28,14,11.65
61.39,23.62,4.86,3.33,1.68,42.5,156,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,364,,38.55,38.98,13.69,0.94,2.65,0,,,,34.5,28,28,15.34
61.39,23.62,4.86,3.33,1.68,42.5,156,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,364,,38.55,38.98,13.69,0.94,2.65,0,,,,34.5,28,42,17.89
61.39,23.62,4.86,3.33,1.68,42.5,156,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,364,,38.55,38.98,13.69,0.94,2.65,0,,,,34.5,28,56,19.72
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,47,,38.55,38.98,13.69,0.94,2.65,109,,,,64.9,28,7,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,47,,38.55,38.98,13.69,0.94,2.65,109,,,,64.9,28,14,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,47,,38.55,38.98,13.69,0.94,2.65,109,,,,64.9,28,28,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,47,,38.55,38.98,13.69,0.94,2.65,109,,,,64.9,28,42,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,47,,38.55,38.98,13.69,0.94,2.65,109,,,,64.9,28,56,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,78,,38.55,38.98,13.69,0.94,2.65,78,,,,61.6,28,7,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,78,,38.55,38.98,13.69,0.94,2.65,78,,,,61.6,28,14,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,78,,38.55,38.98,13.69,0.94,2.65,78,,,,61.6,28,28,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,78,,38.55,38.98,13.69,0.94,2.65,78,,,,61.6,28,42,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,78,,38.55,38.98,13.69,0.94,2.65,78,,,,61.6,28,56,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,109,,38.55,38.98,13.69,0.94,2.65,47,,,,59.8,28,7,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,109,,38.55,38.98,13.69,0.94,2.65,47,,,,59.8,28,14,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,109,,38.55,38.98,13.69,0.94,2.65,47,,,,59.8,28,28,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,109,,38.55,38.98,13.69,0.94,2.65,47,,,,59.8,28,42,0
61.39,23.62,4.86,3.33,1.68,42.5,364,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,109,,38.55,38.98,13.69,0.94,2.65,47,,,,59.8,28,56,0
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,94,,38.55,38.98,13.69,0.94,2.65,218,,,,64.3,28,7,1.94
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,94,,38.55,38.98,13.69,0.94,2.65,218,,,,64.3,28,14,2.28
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,94,,38.55,38.98,13.69,0.94,2.65,218,,,,64.3,28,28,2.53
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,94,,38.55,38.98,13.69,0.94,2.65,218,,,,64.3,28,42,2.72
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,94,,38.55,38.98,13.69,0.94,2.65,218,,,,64.3,28,56,2.85
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,156,,,,61.1,28,7,1.36
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,156,,,,61.1,28,14,1.73
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,156,,,,61.1,28,28,1.82
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,156,,,,61.1,28,42,1.89
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,156,,38.55,38.98,13.69,0.94,2.65,156,,,,61.1,28,56,1.95
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,218,,38.55,38.98,13.69,0.94,2.65,94,,,,53.8,28,7,2.81
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,218,,38.55,38.98,13.69,0.94,2.65,94,,,,53.8,28,14,3.57
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,218,,38.55,38.98,13.69,0.94,2.65,94,,,,53.8,28,28,4.15
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,218,,38.55,38.98,13.69,0.94,2.65,94,,,,53.8,28,42,4.74
61.39,23.62,4.86,3.33,1.68,42.5,208,182,0.35,,,852,2.32,786,6.15,48.44,35.22,4.73,2.51,218,,38.55,38.98,13.69,0.94,2.65,94,,,,53.8,28,56,5.06
63.11,22.6,5.03,4.38,1.46,PII42.5R,400,160,0.4,,,1103,2.4,697,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,41.6,28,3,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,400,160,0.4,,,1103,2.4,697,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,41.6,28,7,0.8
63.11,22.6,5.03,4.38,1.46,PII42.5R,400,160,0.4,,,1103,2.4,697,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,41.6,28,14,2.8
63.11,22.6,5.03,4.38,1.46,PII42.5R,400,160,0.4,,,1103,2.4,697,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,41.6,28,28,4.6
63.11,22.6,5.03,4.38,1.46,PII42.5R,400,160,0.4,,,1103,2.4,697,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,41.6,28,56,7
63.11,22.6,5.03,4.38,1.46,PII42.5R,400,160,0.4,,,1103,2.4,697,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,41.6,28,90,9.4
63.11,22.6,5.03,4.38,1.46,PII42.5R,400,160,0.4,,,1103,2.4,697,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,41.6,28,112,10.2
63.11,22.6,5.03,4.38,1.46,PII42.5R,405,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,52.8,28,3,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,405,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,52.8,28,7,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,405,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,52.8,28,14,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,405,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,52.8,28,28,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,405,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,52.8,28,56,0.4
63.11,22.6,5.03,4.38,1.46,PII42.5R,405,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,52.8,28,90,0.4
63.11,22.6,5.03,4.38,1.46,PII42.5R,405,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,0,,,,52.8,28,112,0.4
63.11,22.6,5.03,4.38,1.46,PII42.5R,283.5,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,0,,,,44.7,28,3,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,283.5,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,0,,,,44.7,28,7,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,283.5,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,0,,,,44.7,28,14,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,283.5,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,0,,,,44.7,28,28,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,283.5,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,0,,,,44.7,28,56,2.4
63.11,22.6,5.03,4.38,1.46,PII42.5R,283.5,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,0,,,,44.7,28,90,5.6
63.11,22.6,5.03,4.38,1.46,PII42.5R,283.5,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,0,,,,44.7,28,112,9.2
63.11,22.6,5.03,4.38,1.46,PII42.5R,243,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,162,,,,46.2,28,3,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,243,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,162,,,,46.2,28,7,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,243,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,162,,,,46.2,28,14,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,243,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,162,,,,46.2,28,28,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,243,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,162,,,,46.2,28,56,0.8
63.11,22.6,5.03,4.38,1.46,PII42.5R,243,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,162,,,,46.2,28,90,2.8
63.11,22.6,5.03,4.38,1.46,PII42.5R,243,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,0,,41.7,34.2,14.2,0.43,6.7,162,,,,46.2,28,112,4.2
63.11,22.6,5.03,4.38,1.46,PII42.5R,162,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,121.5,,,,46.3,28,3,0
63.11,22.6,5.03,4.38,1.46,PII42.5R,162,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,121.5,,,,46.3,28,7,1
63.11,22.6,5.03,4.38,1.46,PII42.5R,162,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,121.5,,,,46.3,28,14,3.2
63.11,22.6,5.03,4.38,1.46,PII42.5R,162,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,121.5,,,,46.3,28,28,4.8
63.11,22.6,5.03,4.38,1.46,PII42.5R,162,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,121.5,,,,46.3,28,56,6.4
63.11,22.6,5.03,4.38,1.46,PII42.5R,162,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,121.5,,,,46.3,28,90,8.2
63.11,22.6,5.03,4.38,1.46,PII42.5R,162,142,0.35,,,1167,2.4,715,4.77,54.88,26.89,6.49,1.31,121.5,,41.7,34.2,14.2,0.43,6.7,121.5,,,,46.3,28,112,10.2
60.4,20.8,5.5,4.9,1.2,OPC,300,165,0.55,,,1311,,,,,,,,,,,,,,,,,,,31.76,28,150,28
60.4,20.8,5.5,4.9,1.2,OPC,300,165,0.55,,,1311,,,,,,,,,,,,,,,,,,,31.76,56,150,25
60.4,20.8,5.5,4.9,1.2,OPC,300,165,0.55,,,1311,,,,,,,,,,,,,,,,,,,31.76,90,150,22
60.4,20.8,5.5,4.9,1.2,OPC,300,165,0.55,,,1311,,,,,,,,,,,,,,,,,,,31.76,120,150,19
60.4,20.8,5.5,4.9,1.2,OPC,320,144,0.45,,,1472,,,,,,,,,,,,,,,,,,,40.94,28,150,26
60.4,20.8,5.5,4.9,1.2,OPC,320,144,0.45,,,1472,,,,,,,,,,,,,,,,,,,40.94,56,150,24
60.4,20.8,5.5,4.9,1.2,OPC,320,144,0.45,,,1472,,,,,,,,,,,,,,,,,,,40.94,90,150,18
60.4,20.8,5.5,4.9,1.2,OPC,320,144,0.45,,,1472,,,,,,,,,,,,,,,,,,,40.94,120,150,15
60.4,20.8,5.5,4.9,1.2,OPC,360,144,0.4,,,1652.4,,,,,,,,,,,,,,,,,,,42.81,28,150,24
60.4,20.8,5.5,4.9,1.2,OPC,360,144,0.4,,,1652.4,,,,,,,,,,,,,,,,,,,42.81,56,150,22
60.4,20.8,5.5,4.9,1.2,OPC,360,144,0.4,,,1652.4,,,,,,,,,,,,,,,,,,,42.81,90,150,21
60.4,20.8,5.5,4.9,1.2,OPC,360,144,0.4,,,1652.4,,,,,,,,,,,,,,,,,,,42.81,120,150,18
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,300,165,0.55,,,1311,,,,,,,,,,,,,,,,,,,54.88,28,150,20
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,300,165,0.55,,,1311,,,,,,,,,,,,,,,,,,,54.88,56,150,18
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,300,165,0.55,,,1311,,,,,,,,,,,,,,,,,,,54.88,90,150,14
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,300,165,0.55,,,1311,,,,,,,,,,,,,,,,,,,54.88,120,150,13
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,320,144,0.45,,,1472,,,,,,,,,,,,,,,,,,,51.2,28,150,19
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,320,144,0.45,,,1472,,,,,,,,,,,,,,,,,,,51.2,56,150,17
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,320,144,0.45,,,1472,,,,,,,,,,,,,,,,,,,51.2,90,150,12
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,320,144,0.45,,,1472,,,,,,,,,,,,,,,,,,,51.2,120,150,10
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,360,144,0.4,,,1652.4,,,,,,,,,,,,,,,,,,,58.02,28,150,15
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,360,144,0.4,,,1652.4,,,,,,,,,,,,,,,,,,,58.02,56,150,14
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,360,144,0.4,,,1652.4,,,,,,,,,,,,,,,,,,,58.02,90,150,11
46.1,31.4,9.6,3.5,1.2,Portland volcanic ash,360,144,0.4,,,1652.4,,,,,,,,,,,,,,,,,,,58.02,120,150,9
56.07,25.69,6.73,3.16,1.75,14.958umSi,368,161,0.35,,,1085.2,,,,,,,,,92,,,,,,,,,,61,28,3,0
56.07,25.69,6.73,3.16,1.75,14.959umSi,368,161,0.35,,,1085.2,,,,,,,,,92,,,,,,,,,,61,28,7,0.2
56.07,25.69,6.73,3.16,1.75,14.960umSi,368,161,0.35,,,1085.2,,,,,,,,,92,,,,,,,,,,61,28,14,0.9
56.07,25.69,6.73,3.16,1.75,14.961umSi,368,161,0.35,,,1085.2,,,,,,,,,92,,,,,,,,,,61,28,28,2.5
